id,group,layer,base_margin,ablated_margin,delta_margin
60848ce50295fc745756fbe960e78b88,failure,3,2.4869613647460938,0.04982566833496094,-2.437135696411133
60848ce50295fc745756fbe960e78b88,failure,4,2.4869613647460938,1.1354408264160156,-1.3515205383300781
60848ce50295fc745756fbe960e78b88,failure,5,2.4869613647460938,1.1325407028198242,-1.3544206619262695
4fa0d61ec82eb1e238d8938d5f43f392,failure,0,-1.6966018676757812,-0.9559898376464844,0.7406120300292969
4fa0d61ec82eb1e238d8938d5f43f392,failure,1,-1.6966018676757812,-2.3310279846191406,-0.6344261169433594
4fa0d61ec82eb1e238d8938d5f43f392,failure,2,-1.6966018676757812,-1.2584991455078125,0.43810272216796875
4fa0d61ec82eb1e238d8938d5f43f392,failure,3,-1.6966018676757812,-0.778902530670166,0.9176993370056152
4fa0d61ec82eb1e238d8938d5f43f392,failure,4,-1.6966018676757812,-1.1162567138671875,0.5803451538085938
4fa0d61ec82eb1e238d8938d5f43f392,failure,5,-1.6966018676757812,-1.2391471862792969,0.4574546813964844
ac1abecdbbd7bcde6592ca645c2ecb1e,failure,0,2.2104263305664062,0.7955780029296875,-1.4148483276367188
ac1abecdbbd7bcde6592ca645c2ecb1e,failure,1,2.2104263305664062,1.1731948852539062,-1.0372314453125
ac1abecdbbd7bcde6592ca645c2ecb1e,failure,2,2.2104263305664062,-1.2546157836914062,-3.4650421142578125
ac1abecdbbd7bcde6592ca645c2ecb1e,failure,3,2.2104263305664062,-0.13866424560546875,-2.349090576171875
ac1abecdbbd7bcde6592ca645c2ecb1e,failure,4,2.2104263305664062,0.9922027587890625,-1.2182235717773438
ac1abecdbbd7bcde6592ca645c2ecb1e,failure,5,2.2104263305664062,1.1325407028198242,-1.077885627746582
ecbc1ab06ad1ed6c53e5293d7a90ebd3,failure,0,-2.8179397583007812,-0.36775970458984375,2.4501800537109375
ecbc1ab06ad1ed6c53e5293d7a90ebd3,failure,1,-2.8179397583007812,-1.9430351257324219,0.8749046325683594
ecbc1ab06ad1ed6c53e5293d7a90ebd3,failure,2,-2.8179397583007812,0.0823822021484375,2.9003219604492188
ecbc1ab06ad1ed6c53e5293d7a90ebd3,failure,3,-2.8179397583007812,-1.942617416381836,0.8753223419189453
ecbc1ab06ad1ed6c53e5293d7a90ebd3,failure,4,-2.8179397583007812,-1.5068092346191406,1.3111305236816406
